Carolina Ana Tavares Pacheco,911249295,934209642,carboa1769@sapo.pt
Daniela Lurdes Lopes Cruz,918516524,914723656,danboa1949@outlook.com
Carolina Lurdes Carvalho Ferreira,928479997,933312523,carboa1067@gmail.com
Inês Inês Moreira Barbosa,967589975,932942747,ineboa1649@outlook.com
Vera Pedro Alves Miranda,934576202,968774378,verbal2910@outlook.com
Luís Ana Soares Anjos,929484323,963132795,luiboa1300@sapo.pt
Tomás Vera Garcia Ferreira,921957705,920120892,tomiro2834@sapo.pt
Gabriel Leonor Guerreiro Antunes,915947328,965921199,gabbal2904@outlook.com
Beatriz Sara Gonçalves Jesus,937567411,927776976,beaboa1500@outlook.com
Francisco Tomás Barros Pinto,963280705,963869258,fraria2424@outlook.com
Afonso José Carvalho Costa,217455457,969025575,afoica2825@sapo.pt
Tiago João Pereira Gomes,299819443,920829499,tiairo2834@outlook.com
